,colors,gene_id,gene_name,gene_type,receptor
8437,grey,ENSG00000164073,MFSD8,gene with protein product,
8438,magenta,ENSG00000101265,RASSF2,gene with protein product,
8439,blue,ENSG00000245156,,,
8440,grey,ENSG00000241360,PDXP,gene with protein product,
8441,blue,ENSG00000069248,NUP133,gene with protein product,
8442,turquoise,ENSG00000075089,ACTR6,gene with protein product,
8443,black,ENSG00000185485,SDHAP1,pseudogene,
8444,magenta,ENSG00000198771,RCSD1,gene with protein product,
8445,yellow,ENSG00000160410,SHKBP1,gene with protein product,
8446,grey60,ENSG00000134779,TPGS2,gene with protein product,
8447,grey,ENSG00000185219,ZNF445,gene with protein product,
8448,lightcyan,ENSG00000188626,GOLGA8M,gene with protein product,
8449,yellow,ENSG00000179583,CIITA,gene with protein product,
8450,salmon,ENSG00000129473,BCL2L2,gene with protein product,
8451,cyan,ENSG00000136918,WDR38,gene with protein product,
8452,blue,ENSG00000198824,CHAMP1,gene with protein product,
8453,tan,ENSG00000170323,FABP4,gene with protein product,
8454,blue,ENSG00000171302,CANT1,gene with protein product,
8455,turquoise,ENSG00000179588,ZFPM1,gene with protein product,
8456,turquoise,ENSG00000065717,TLE2,gene with protein product,
8457,turquoise,ENSG00000105486,LIG1,gene with protein product,
8458,turquoise,ENSG00000284691,,,
8459,turquoise,ENSG00000096093,EFHC1,gene with protein product,
8460,grey,ENSG00000182903,ZNF721,gene with protein product,
8461,black,ENSG00000225721,,,
8462,blue,ENSG00000163811,WDR43,gene with protein product,
8463,turquoise,ENSG00000205356,TECPR1,gene with protein product,
8464,black,ENSG00000130684,ZNF337,gene with protein product,
8465,green,ENSG00000178074,C2orf69,gene with protein product,
8466,blue,ENSG00000196459,TRAPPC2,gene with protein product,
8467,black,ENSG00000269987,,,
8468,turquoise,ENSG00000102796,DHRS12,gene with protein product,
8469,turquoise,ENSG00000103254,ANTKMT,gene with protein product,
8470,grey,ENSG00000108091,CCDC6,gene with protein product,
8471,darkgrey,ENSG00000160695,VPS11,gene with protein product,
8472,turquoise,ENSG00000124160,NCOA5,gene with protein product,
8473,grey,ENSG00000142627,EPHA2,gene with protein product,
8474,blue,ENSG00000134755,DSC2,gene with protein product,
8475,grey,ENSG00000103404,USP31,gene with protein product,
8476,red,ENSG00000162813,BPNT1,gene with protein product,
8477,grey,ENSG00000049541,RFC2,gene with protein product,
8478,red,ENSG00000143457,GOLPH3L,gene with protein product,
8479,blue,ENSG00000273136,NBPF26,gene with protein product,
8480,midnightblue,ENSG00000069424,KCNAB2,gene with protein product,
8481,red,ENSG00000100744,GSKIP,gene with protein product,
8482,darkorange,ENSG00000280160,,,
8483,blue,ENSG00000088179,PTPN4,gene with protein product,Protein tyrosine phosphatases non-receptor type
8484,grey,ENSG00000076685,NT5C2,gene with protein product,
8485,paleturquoise,ENSG00000156650,KAT6B,gene with protein product,
8486,grey,ENSG00000138678,GPAT3,gene with protein product,
8487,grey,ENSG00000134508,CABLES1,gene with protein product,
8488,red,ENSG00000102805,CLN5,gene with protein product,
8489,blue,ENSG00000134014,ELP3,gene with protein product,
8490,grey,ENSG00000184434,LRRC19,gene with protein product,
8491,grey,ENSG00000183091,NEB,gene with protein product,
8492,turquoise,ENSG00000156671,SAMD8,gene with protein product,
8493,darkred,ENSG00000198467,TPM2,gene with protein product,
8494,blue,ENSG00000129315,CCNT1,gene with protein product,
8495,lightcyan,ENSG00000227502,MROCKI,"RNA, long non-coding",
8496,royalblue,ENSG00000081320,STK17B,gene with protein product,
8497,turquoise,ENSG00000130589,HELZ2,gene with protein product,
8498,turquoise,ENSG00000128915,ICE2,gene with protein product,
8499,brown,ENSG00000081181,ARG2,gene with protein product,
8500,grey,ENSG00000087842,PIR,gene with protein product,
8501,turquoise,ENSG00000160973,FOXH1,gene with protein product,
8502,grey,ENSG00000162409,PRKAA2,gene with protein product,
8503,blue,ENSG00000249884,RNF103-CHMP3,readthrough,
8504,turquoise,ENSG00000127452,FBXL12,gene with protein product,
8505,magenta,ENSG00000154589,LY96,gene with protein product,
8506,turquoise,ENSG00000115446,UNC50,gene with protein product,
8507,turquoise,ENSG00000114744,COMMD2,gene with protein product,
8508,purple,ENSG00000064995,TAF11,gene with protein product,
8509,turquoise,ENSG00000178826,TMEM139,gene with protein product,
8510,black,ENSG00000143294,PRCC,gene with protein product,
8511,turquoise,ENSG00000122008,POLK,gene with protein product,
8512,yellow,ENSG00000238227,TMEM250,gene with protein product,
8513,grey,ENSG00000124208,PEDS1-UBE2V1,readthrough,
8514,grey,ENSG00000204267,TAP2,gene with protein product,
8515,grey,ENSG00000121207,LRAT,gene with protein product,
8516,yellow,ENSG00000114423,CBLB,gene with protein product,
8517,yellow,ENSG00000163701,IL17RE,gene with protein product,Interleukin receptors
8518,grey,ENSG00000143771,CNIH4,gene with protein product,
8519,green,ENSG00000267724,,,
8520,grey,ENSG00000279619,,,
8521,lightgreen,ENSG00000232721,,,
8522,turquoise,ENSG00000175895,PLEKHF2,gene with protein product,
8523,turquoise,ENSG00000158286,RNF207,gene with protein product,
8524,turquoise,ENSG00000276570,,,
8525,cyan,ENSG00000115267,IFIH1,gene with protein product,
8526,magenta,ENSG00000187699,C2orf88,gene with protein product,
8527,grey,ENSG00000181467,RAP2B,gene with protein product,
8528,greenyellow,ENSG00000241839,PLEKHO2,gene with protein product,
8529,tan,ENSG00000134247,PTGFRN,gene with protein product,
8530,black,ENSG00000149262,INTS4,gene with protein product,
8531,brown,ENSG00000140280,LYSMD2,gene with protein product,
8532,grey,ENSG00000155906,RMND1,gene with protein product,
8533,brown,ENSG00000130803,ZNF317,gene with protein product,
8534,grey,ENSG00000139190,VAMP1,gene with protein product,
8535,turquoise,ENSG00000175931,UBE2O,gene with protein product,
8536,blue,ENSG00000120800,UTP20,gene with protein product,
8537,yellow,ENSG00000110697,PITPNM1,gene with protein product,
8538,turquoise,ENSG00000260260,SNHG19,"RNA, long non-coding",
8539,yellow,ENSG00000254986,DPP3,gene with protein product,
8540,brown,ENSG00000174227,PIGG,gene with protein product,
8541,brown,ENSG00000257267,ZNF271P,pseudogene,
8542,turquoise,ENSG00000140464,PML,gene with protein product,
8543,brown,ENSG00000132570,PCBD2,gene with protein product,
8544,blue,ENSG00000131269,ABCB7,gene with protein product,
8545,blue,ENSG00000089916,GPATCH2L,gene with protein product,
8546,sienna3,ENSG00000114988,LMAN2L,gene with protein product,
8547,lightyellow,ENSG00000101407,TTI1,gene with protein product,
8548,grey,ENSG00000151413,NUBPL,gene with protein product,
8549,grey,ENSG00000154269,ENPP3,gene with protein product,
8550,grey,ENSG00000185278,ZBTB37,gene with protein product,
8551,yellow,ENSG00000153140,CETN3,gene with protein product,
8552,black,ENSG00000254665,,,
8553,pink,ENSG00000176410,DNAJC30,gene with protein product,
8554,black,ENSG00000126775,ATG14,gene with protein product,
8555,turquoise,ENSG00000089820,ARHGAP4,gene with protein product,
8556,black,ENSG00000120458,MSANTD2,gene with protein product,
8557,blue,ENSG00000164749,HNF4G,gene with protein product,
8558,turquoise,ENSG00000197021,EOLA2,gene with protein product,
8559,grey,ENSG00000285304,,,
8560,turquoise,ENSG00000232807,,,
8561,blue,ENSG00000262304,,,
8562,turquoise,ENSG00000162927,PUS10,gene with protein product,
8563,turquoise,ENSG00000159588,CCDC17,gene with protein product,
8564,black,ENSG00000156531,PHF6,gene with protein product,
8565,blue,ENSG00000140259,MFAP1,gene with protein product,
8566,blue,ENSG00000138641,HERC3,gene with protein product,
8567,red,ENSG00000113638,TTC33,gene with protein product,
8568,turquoise,ENSG00000068323,TFE3,gene with protein product,
8569,greenyellow,ENSG00000129675,ARHGEF6,gene with protein product,
8570,lightgreen,ENSG00000230628,,,
8571,turquoise,ENSG00000197381,ADARB1,gene with protein product,
8572,grey,ENSG00000131323,TRAF3,gene with protein product,
8573,blue,ENSG00000283782,,,
8574,brown,ENSG00000141448,GATA6,gene with protein product,
8575,blue,ENSG00000198393,ZNF26,gene with protein product,
8576,grey,ENSG00000091622,PITPNM3,gene with protein product,Atypical chemokine receptors
8577,blue,ENSG00000178385,PLEKHM3,gene with protein product,
8578,red,ENSG00000177888,ZBTB41,gene with protein product,
8579,turquoise,ENSG00000198612,COPS8,gene with protein product,
8580,magenta,ENSG00000169442,CD52,gene with protein product,
8581,red,ENSG00000165219,GAPVD1,gene with protein product,
8582,yellow,ENSG00000070366,SMG6,gene with protein product,
8583,darkolivegreen,ENSG00000163520,FBLN2,gene with protein product,
8584,black,ENSG00000185986,SDHAP3,pseudogene,
8585,blue,ENSG00000125952,MAX,gene with protein product,
8586,turquoise,ENSG00000165724,ZMYND19,gene with protein product,
8587,blue,ENSG00000151458,ANKRD50,gene with protein product,
8588,cyan,ENSG00000106245,BUD31,gene with protein product,
8589,violet,ENSG00000253998,IGKV2-29,immunoglobulin gene,
8590,green,ENSG00000274629,,,
8591,grey,ENSG00000240344,PPIL3,gene with protein product,
8592,tan,ENSG00000137812,KNL1,gene with protein product,
8593,grey,ENSG00000256206,,,
8594,salmon,ENSG00000274180,NATD1,gene with protein product,
8595,red,ENSG00000175105,ZNF654,gene with protein product,
8596,turquoise,ENSG00000137841,PLCB2,gene with protein product,
8597,darkgreen,ENSG00000197217,ENTPD4,gene with protein product,
8598,grey,ENSG00000070761,CFAP20,gene with protein product,
8599,brown,ENSG00000125954,CHURC1-FNTB,readthrough,
8600,turquoise,ENSG00000148516,ZEB1,gene with protein product,
8601,greenyellow,ENSG00000113555,PCDH12,gene with protein product,
8602,grey60,ENSG00000122644,ARL4A,gene with protein product,
8603,yellow,ENSG00000268193,,,
8604,tan,ENSG00000087116,ADAMTS2,gene with protein product,
8605,turquoise,ENSG00000266074,BAHCC1,gene with protein product,
8606,brown,ENSG00000067141,NEO1,gene with protein product,
8607,greenyellow,ENSG00000250349,,,
8608,pink,ENSG00000235961,PNMA6A,gene with protein product,
8609,salmon,ENSG00000205730,ITPRIPL2,gene with protein product,
8610,turquoise,ENSG00000163291,PAQR3,gene with protein product,Progestin and adipoQ receptor family
8611,turquoise,ENSG00000057252,SOAT1,gene with protein product,
8612,blue,ENSG00000141101,NOB1,gene with protein product,
8613,yellow,ENSG00000255639,,,
8614,lightgreen,ENSG00000233008,LINC01725,"RNA, long non-coding",
8615,black,ENSG00000262664,OVCA2,gene with protein product,
8616,blue,ENSG00000233144,,,
8617,blue,ENSG00000287542,,,
8618,turquoise,ENSG00000109736,MFSD10,gene with protein product,
8619,yellow,ENSG00000005194,CIAPIN1,gene with protein product,
8620,yellow,ENSG00000158545,ZC3H18,gene with protein product,
8621,blue,ENSG00000125484,GTF3C4,gene with protein product,
8622,turquoise,ENSG00000125459,MSTO1,gene with protein product,
8623,darkorange,ENSG00000287299,,,
8624,black,ENSG00000006530,AGK,gene with protein product,
8625,turquoise,ENSG00000175087,PDIK1L,gene with protein product,
8626,darkred,ENSG00000197841,ZNF181,gene with protein product,
8627,grey,ENSG00000073910,FRY,gene with protein product,
8628,tan,ENSG00000076706,MCAM,gene with protein product,
8629,grey,ENSG00000170502,NUDT9,gene with protein product,
8630,turquoise,ENSG00000168564,CDKN2AIP,gene with protein product,
8631,midnightblue,ENSG00000116212,LRRC42,gene with protein product,
8632,saddlebrown,ENSG00000140848,CPNE2,gene with protein product,
8633,grey,ENSG00000120370,GORAB,gene with protein product,
8634,salmon,ENSG00000169057,MECP2,gene with protein product,
8635,turquoise,ENSG00000188234,AGAP4,gene with protein product,
8636,brown,ENSG00000141127,PRPSAP2,gene with protein product,
8637,brown,ENSG00000148655,LRMDA,gene with protein product,
8638,cyan,ENSG00000130725,UBE2M,gene with protein product,
8639,turquoise,ENSG00000137770,CTDSPL2,gene with protein product,
8640,turquoise,ENSG00000148429,USP6NL,gene with protein product,
8641,brown,ENSG00000111445,RFC5,gene with protein product,
8642,turquoise,ENSG00000127995,CASD1,gene with protein product,
8643,darkred,ENSG00000150995,ITPR1,gene with protein product,"Inositol 1,4,5-triphosphate receptors"
8644,grey,ENSG00000087448,KLHL42,gene with protein product,
8645,yellow,ENSG00000141564,RPTOR,gene with protein product,
8646,black,ENSG00000174125,TLR1,gene with protein product,
8647,red,ENSG00000102974,CTCF,gene with protein product,
8648,grey,ENSG00000171914,TLN2,gene with protein product,
8649,brown,ENSG00000102362,SYTL4,gene with protein product,
8650,turquoise,ENSG00000147533,GOLGA7,gene with protein product,
8651,grey60,ENSG00000254224,UQCRB-AS1,"RNA, long non-coding",
8652,lightyellow,ENSG00000066117,SMARCD1,gene with protein product,
8653,turquoise,ENSG00000262049,,,
8654,yellow,ENSG00000127220,ABHD8,gene with protein product,
8655,grey,ENSG00000152779,SLC16A12,gene with protein product,
8656,pink,ENSG00000161920,MED11,gene with protein product,
8657,yellow,ENSG00000127445,PIN1,gene with protein product,
8658,grey,ENSG00000006468,ETV1,gene with protein product,
8659,turquoise,ENSG00000144589,STK11IP,gene with protein product,
8660,skyblue3,ENSG00000173465,ZNRD2,gene with protein product,
8661,blue,ENSG00000111358,GTF2H3,gene with protein product,
8662,blue,ENSG00000157450,RNF111,gene with protein product,
8663,grey,ENSG00000287401,,,
8664,blue,ENSG00000100926,TM9SF1,gene with protein product,
8665,darkgreen,ENSG00000163016,ALMS1P1,pseudogene,
8666,turquoise,ENSG00000169992,NLGN2,gene with protein product,
8667,purple,ENSG00000259865,,,
8668,black,ENSG00000204311,PJVK,gene with protein product,
8669,yellow,ENSG00000176108,CHMP6,gene with protein product,
8670,grey,ENSG00000096080,MRPS18A,gene with protein product,
8671,yellow,ENSG00000146729,NIPSNAP2,gene with protein product,
8672,blue,ENSG00000150760,DOCK1,gene with protein product,
8673,grey,ENSG00000244687,UBE2V1,gene with protein product,
8674,turquoise,ENSG00000150776,NKAPD1,gene with protein product,
8675,tan,ENSG00000183421,RIPK4,gene with protein product,
8676,turquoise,ENSG00000141994,DUS3L,gene with protein product,
8677,grey,ENSG00000126767,ELK1,gene with protein product,
8678,blue,ENSG00000169641,LUZP1,gene with protein product,
8679,pink,ENSG00000204392,LSM2,gene with protein product,
8680,grey,ENSG00000126070,AGO3,gene with protein product,
8681,brown,ENSG00000149196,HIKESHI,gene with protein product,
8682,turquoise,ENSG00000286755,,,
8683,darkred,ENSG00000183354,BRD10,gene with protein product,
8684,turquoise,ENSG00000258388,PPT2-EGFL8,readthrough,
8685,turquoise,ENSG00000163512,AZI2,gene with protein product,
8686,turquoise,ENSG00000111325,OGFOD2,gene with protein product,
8687,magenta,ENSG00000027075,PRKCH,gene with protein product,
8688,darkred,ENSG00000001561,ENPP4,gene with protein product,
8689,turquoise,ENSG00000274602,PI4KAP1,pseudogene,
8690,cyan,ENSG00000128524,ATP6V1F,gene with protein product,
8691,grey,ENSG00000155657,TTN,gene with protein product,
8692,grey,ENSG00000259494,MRPL46,gene with protein product,
8693,turquoise,ENSG00000088038,CNOT3,gene with protein product,
8694,grey,ENSG00000176102,CSTF3,gene with protein product,
8695,cyan,ENSG00000148331,ASB6,gene with protein product,
8696,grey,ENSG00000130939,UBE4B,gene with protein product,
8697,turquoise,ENSG00000168758,SEMA4C,gene with protein product,
8698,darkred,ENSG00000145390,USP53,gene with protein product,
8699,grey,ENSG00000136045,PWP1,gene with protein product,
8700,lightcyan,ENSG00000071575,TRIB2,gene with protein product,
8701,blue,ENSG00000129691,ASH2L,gene with protein product,
8702,turquoise,ENSG00000134283,PPHLN1,gene with protein product,
8703,salmon,ENSG00000181873,IBA57,gene with protein product,
8704,green,ENSG00000253133,GPAT4-AS1,"RNA, long non-coding",
8705,greenyellow,ENSG00000101336,HCK,gene with protein product,
8706,grey60,ENSG00000163319,MRPS18C,gene with protein product,
8707,green,ENSG00000078043,PIAS2,gene with protein product,
8708,grey,ENSG00000113657,DPYSL3,gene with protein product,
8709,blue,ENSG00000271984,,,
8710,lightgreen,ENSG00000223891,OSER1-DT,"RNA, long non-coding",
8711,greenyellow,ENSG00000050405,LIMA1,gene with protein product,
8712,royalblue,ENSG00000118308,IRAG2,gene with protein product,
8713,grey,ENSG00000281655,,,
8714,grey,ENSG00000145919,BOD1,gene with protein product,
8715,green,ENSG00000071242,RPS6KA2,gene with protein product,
8716,royalblue,ENSG00000177675,CD163L1,gene with protein product,Scavenger receptors
8717,green,ENSG00000164118,CEP44,gene with protein product,
8718,grey,ENSG00000119392,GLE1,gene with protein product,
8719,grey,ENSG00000177406,NINJ2-AS1,"RNA, long non-coding",
8720,black,ENSG00000176700,SCAND2P,pseudogene,
8721,brown,ENSG00000119509,INVS,gene with protein product,
8722,blue,ENSG00000158467,AHCYL2,gene with protein product,
8723,brown,ENSG00000197265,GTF2E2,gene with protein product,
8724,royalblue,ENSG00000168386,FILIP1L,gene with protein product,
8725,grey,ENSG00000154814,OXNAD1,gene with protein product,
